Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Annotation BUSCO Complete 	Annotation BUSCO Single Copy 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Missing 	Annotation BUSCO Lineage 	Assembly Sequencing Tech	CheckM completeness	CheckM contamination
GCF_030362185.2	ASM3036218v2	Xanthomonas campestris pv. campestris		Xc262					GCF_030362185.2-RS_2024_09_03	Contig	2024-09-02	JAUBML02								Illumina NovaSeq	98.95	1.18
GCA_030361705.2	ASM3036170v2	Xanthomonas campestris pv. campestris		Xc110					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLN02								Illumina NovaSeq	98.72	1.18
GCF_030361705.2	ASM3036170v2	Xanthomonas campestris pv. campestris		Xc110					GCF_030361705.2-RS_2024_09_03	Contig	2024-09-02	JAUBLN02								Illumina NovaSeq	98.72	1.18
GCA_030362685.2	ASM3036268v2	Xanthomonas campestris pv. campestris		Xc52					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNL02								Illumina NovaSeq	99.61	1.21
GCF_030362685.2	ASM3036268v2	Xanthomonas campestris pv. campestris		Xc52					GCF_030362685.2-RS_2024_09_03	Contig	2024-09-02	JAUBNL02								Illumina NovaSeq	99.61	1.21
GCA_030362645.2	ASM3036264v2	Xanthomonas campestris pv. campestris		Xc57					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNK02								Illumina NovaSeq	99.61	1.21
GCF_030362645.2	ASM3036264v2	Xanthomonas campestris pv. campestris		Xc57					GCF_030362645.2-RS_2024_09_03	Contig	2024-09-02	JAUBNK02								Illumina NovaSeq	99.61	1.21
GCA_030362665.2	ASM3036266v2	Xanthomonas campestris pv. campestris		Xc58					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNJ02								Illumina NovaSeq	99.61	1.51
GCF_030362665.2	ASM3036266v2	Xanthomonas campestris pv. campestris		Xc58					GCF_030362665.2-RS_2024_09_03	Contig	2024-09-02	JAUBNJ02								Illumina NovaSeq	99.61	1.51
GCA_030362505.2	ASM3036250v2	Xanthomonas campestris pv. campestris		Xc10/21T					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNB02								Illumina NovaSeq	99.61	1.21
GCF_030362505.2	ASM3036250v2	Xanthomonas campestris pv. campestris		Xc10/21T					GCF_030362505.2-RS_2024_09_04	Contig	2024-09-02	JAUBNB02								Illumina NovaSeq	99.61	1.21
GCA_020990945.1	ASM2099094v1	Xanthomonas campestris pv. campestris		CaNP1C					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-27	JAFFQO01								Illumina HiSeq	99.35	1.21
GCF_020990945.1	ASM2099094v1	Xanthomonas campestris pv. campestris		CaNP1C					GCF_020990945.1-RS_2024_05_12	Contig	2021-11-27	JAFFQO01								Illumina HiSeq	99.35	1.21
GCA_030361925.2	ASM3036192v2	Xanthomonas campestris pv. campestris		Xc163					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLW02								Illumina NovaSeq	99.61	1.21
GCF_030361925.2	ASM3036192v2	Xanthomonas campestris pv. campestris		Xc163					GCF_030361925.2-RS_2024_09_04	Contig	2024-09-02	JAUBLW02								Illumina NovaSeq	99.61	1.21
GCA_030361645.2	ASM3036164v2	Xanthomonas campestris pv. campestris		Xc142					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLK02								Illumina NovaSeq	99.61	1.21
GCF_030361645.2	ASM3036164v2	Xanthomonas campestris pv. campestris		Xc142					GCF_030361645.2-RS_2024_09_04	Contig	2024-09-02	JAUBLK02								Illumina NovaSeq	99.61	1.21
GCA_040194175.1	ASM4019417v1	Xanthomonas campestris pv. campestris		WHRI 3961					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVD01	75							Illumina NovaSeq	98.94	0.8
GCF_040194175.1	ASM4019417v1	Xanthomonas campestris pv. campestris		WHRI 3961					GCF_040194175.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVD01	75							Illumina NovaSeq	98.94	0.8
GCA_003413645.1	ASM341364v1	Xanthomonas campestris pv. campestris		WHRI8960					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-20	QUZS01	49							Illumina MiSeq	98.58	1.21
GCF_003413645.1	ASM341364v1	Xanthomonas campestris pv. campestris		WHRI8960					GCF_003413645.1-RS_2024_05_06	Scaffold	2018-08-20	QUZS01	49							Illumina MiSeq	98.58	1.21
GCA_030362725.2	ASM3036272v2	Xanthomonas campestris pv. campestris		Xc43					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNN02								Illumina NovaSeq	99.31	1.51
GCF_030362725.2	ASM3036272v2	Xanthomonas campestris pv. campestris		Xc43					GCF_030362725.2-RS_2024_09_03	Contig	2024-09-02	JAUBNN02								Illumina NovaSeq	99.31	1.51
GCA_020990965.1	ASM2099096v1	Xanthomonas campestris pv. campestris		Ar1PC2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-27	JAFFQP01								Illumina HiSeq	99.02	3.51
GCF_020990965.1	ASM2099096v1	Xanthomonas campestris pv. campestris		Ar1PC2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-11-27	JAFFQP01								Illumina HiSeq	99.02	3.51
GCA_030362585.2	ASM3036258v2	Xanthomonas campestris pv. campestris		Xc1K1/1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNG02								Illumina NovaSeq	99.61	1.21
GCF_030362585.2	ASM3036258v2	Xanthomonas campestris pv. campestris		Xc1K1/1					GCF_030362585.2-RS_2024_09_04	Contig	2024-09-02	JAUBNG02								Illumina NovaSeq	99.61	1.21
GCA_030362265.2	ASM3036226v2	Xanthomonas campestris pv. campestris		Xc25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMO02								Illumina NovaSeq	98.47	1.44
GCF_030362265.2	ASM3036226v2	Xanthomonas campestris pv. campestris		Xc25					GCF_030362265.2-RS_2024_09_04	Contig	2024-09-02	JAUBMO02								Illumina NovaSeq	98.47	1.44
GCA_030500435.1	ASM3050043v1	Xanthomonas campestris pv. campestris		CM6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXPF01								Illumina NovaSeq	99.53	1.21
GCF_030500435.1	ASM3050043v1	Xanthomonas campestris pv. campestris		CM6					GCF_030500435.1-RS_2024_05_12	Contig	2023-07-17	JAMXPF01								Illumina NovaSeq	99.53	1.21
GCA_041519825.1	ASM4151982v1	Xanthomonas campestris pv. campestris		NCPPB 4682					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-08-27	JBGOGB01								Illumina MiSeq	98.47	1.14
GCF_041519825.1	ASM4151982v1	Xanthomonas campestris pv. campestris		NCPPB 4682					GCF_041519825.1-RS_2024_08_28	Contig	2024-08-27	JBGOGB01								Illumina MiSeq	98.47	1.14
GCA_030362235.2	ASM3036223v2	Xanthomonas campestris pv. campestris		Xc20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMP02								Illumina NovaSeq	98.54	1.77
GCF_030362235.2	ASM3036223v2	Xanthomonas campestris pv. campestris		Xc20					GCF_030362235.2-RS_2024_09_04	Contig	2024-09-02	JAUBMP02								Illumina NovaSeq	98.54	1.77
GCA_030362155.2	ASM3036215v2	Xanthomonas campestris pv. campestris		Xc302					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMI02								Illumina NovaSeq	99.16	1.4
GCF_030362155.2	ASM3036215v2	Xanthomonas campestris pv. campestris		Xc302					GCF_030362155.2-RS_2024_09_04	Contig	2024-09-02	JAUBMI02								Illumina NovaSeq	99.16	1.4
GCA_030361805.2	ASM3036180v2	Xanthomonas campestris pv. campestris		Xc175					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLT02								Illumina NovaSeq	99.61	1.21
GCF_030361805.2	ASM3036180v2	Xanthomonas campestris pv. campestris		Xc175					GCF_030361805.2-RS_2024_09_04	Contig	2024-09-02	JAUBLT02								Illumina NovaSeq	99.61	1.21
GCA_030361585.2	ASM3036158v2	Xanthomonas campestris pv. campestris		Xc150					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLJ02								Illumina NovaSeq	99.61	1.21
GCF_030361585.2	ASM3036158v2	Xanthomonas campestris pv. campestris		Xc150					GCF_030361585.2-RS_2024_09_04	Contig	2024-09-02	JAUBLJ02								Illumina NovaSeq	99.61	1.21
GCA_030361665.2	ASM3036166v2	Xanthomonas campestris pv. campestris		Xc105					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLO02								Illumina NovaSeq	99.61	1.21
GCF_030361665.2	ASM3036166v2	Xanthomonas campestris pv. campestris		Xc105					GCF_030361665.2-RS_2024_09_03	Contig	2024-09-02	JAUBLO02								Illumina NovaSeq	99.61	1.21
GCA_030361675.2	ASM3036167v2	Xanthomonas campestris pv. campestris		Xc134					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLP02								Illumina NovaSeq	99.61	1.21
GCF_030361675.2	ASM3036167v2	Xanthomonas campestris pv. campestris		Xc134					GCF_030361675.2-RS_2024_09_04	Contig	2024-09-02	JAUBLP02								Illumina NovaSeq	99.61	1.21
GCA_030362225.2	ASM3036222v2	Xanthomonas campestris pv. campestris		Xc211					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMN02								Illumina NovaSeq	98.83	1.92
GCF_030362225.2	ASM3036222v2	Xanthomonas campestris pv. campestris		Xc211					GCF_030362225.2-RS_2024_09_04	Contig	2024-09-02	JAUBMN02								Illumina NovaSeq	98.83	1.92
GCA_030362045.2	ASM3036204v2	Xanthomonas campestris pv. campestris		Xc312					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMH02								Illumina NovaSeq	98.68	1.54
GCF_030362045.2	ASM3036204v2	Xanthomonas campestris pv. campestris		Xc312					GCF_030362045.2-RS_2024_09_03	Contig	2024-09-02	JAUBMH02								Illumina NovaSeq	98.68	1.54
GCA_030500295.1	ASM3050029v1	Xanthomonas campestris pv. campestris		AMN4_1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXPA01								Illumina NovaSeq	99.45	1.09
GCF_030500295.1	ASM3050029v1	Xanthomonas campestris pv. campestris		AMN4_1					GCF_030500295.1-RS_2024_05_12	Contig	2023-07-17	JAMXPA01								Illumina NovaSeq	99.45	1.09
GCA_003410095.1	ASM341009v1	Xanthomonas campestris pv. campestris		WHRI10004					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-20	QVAL01								Illumina MiSeq	98.86	0.95
GCF_003410095.1	ASM341009v1	Xanthomonas campestris pv. campestris		WHRI10004					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-20	QVAL01								Illumina MiSeq	98.86	0.95
GCA_030361885.2	ASM3036188v2	Xanthomonas campestris pv. campestris		Xc442					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMA02								Illumina NovaSeq	98.35	1.44
GCF_030361885.2	ASM3036188v2	Xanthomonas campestris pv. campestris		Xc442					GCF_030361885.2-RS_2024_09_03	Contig	2024-09-02	JAUBMA02								Illumina NovaSeq	98.35	1.44
GCA_030361745.2	ASM3036174v2	Xanthomonas campestris pv. campestris		Xc129					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLQ02								Illumina NovaSeq	99.61	1.21
GCF_030361745.2	ASM3036174v2	Xanthomonas campestris pv. campestris		Xc129					GCF_030361745.2-RS_2024_09_04	Contig	2024-09-02	JAUBLQ02								Illumina NovaSeq	99.61	1.21
GCA_030362325.2	ASM3036232v2	Xanthomonas campestris pv. campestris		Xc121-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMU02								Illumina NovaSeq	98.72	1.18
GCF_030362325.2	ASM3036232v2	Xanthomonas campestris pv. campestris		Xc121-1					GCF_030362325.2-RS_2024_09_04	Contig	2024-09-02	JAUBMU02								Illumina NovaSeq	98.72	1.18
GCA_030362335.2	ASM3036233v2	Xanthomonas campestris pv. campestris		Xc521-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMV02								Illumina NovaSeq	98.72	1.18
GCF_030362335.2	ASM3036233v2	Xanthomonas campestris pv. campestris		Xc521-2					GCF_030362335.2-RS_2024_09_04	Contig	2024-09-02	JAUBMV02								Illumina NovaSeq	98.72	1.18
GCA_030362485.2	ASM3036248v2	Xanthomonas campestris pv. campestris		1Xc10/21T					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNC02								Illumina NovaSeq	98.12	1.21
GCF_030362485.2	ASM3036248v2	Xanthomonas campestris pv. campestris		1Xc10/21T					GCF_030362485.2-RS_2024_09_04	Contig	2024-09-02	JAUBNC02								Illumina NovaSeq	98.12	1.21
GCA_030362695.2	ASM3036269v2	Xanthomonas campestris pv. campestris		Xc51					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNM02								Illumina NovaSeq	99.61	1.21
GCF_030362695.2	ASM3036269v2	Xanthomonas campestris pv. campestris		Xc51					GCF_030362695.2-RS_2024_09_03	Contig	2024-09-02	JAUBNM02								Illumina NovaSeq	99.61	1.21
GCA_030362745.2	ASM3036274v2	Xanthomonas campestris pv. campestris		Xc39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNO02								Illumina NovaSeq	99.61	1.21
GCF_030362745.2	ASM3036274v2	Xanthomonas campestris pv. campestris		Xc39					GCF_030362745.2-RS_2024_09_03	Contig	2024-09-02	JAUBNO02								Illumina NovaSeq	99.61	1.21
GCA_030361765.2	ASM3036176v2	Xanthomonas campestris pv. campestris		Xc173					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLU02								Illumina NovaSeq	99.61	1.21
GCF_030361765.2	ASM3036176v2	Xanthomonas campestris pv. campestris		Xc173					GCF_030361765.2-RS_2024_09_04	Contig	2024-09-02	JAUBLU02								Illumina NovaSeq	99.61	1.21
GCA_040193975.1	ASM4019397v1	Xanthomonas campestris pv. campestris		WHRI 3978					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFTZ01	58							Illumina NovaSeq	99.21	1.59
GCF_040193975.1	ASM4019397v1	Xanthomonas campestris pv. campestris		WHRI 3978					GCF_040193975.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFTZ01	58							Illumina NovaSeq	99.21	1.59
GCA_041521275.1	ASM4152127v1	Xanthomonas campestris pv. campestris		NCPPB 4680					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-08-27	JBGOGC01								Illumina MiSeq	98.46	1.77
GCF_041521275.1	ASM4152127v1	Xanthomonas campestris pv. campestris		NCPPB 4680					GCF_041521275.1-RS_2024_08_28	Contig	2024-08-27	JBGOGC01								Illumina MiSeq	98.46	1.77
GCA_030361865.2	ASM3036186v2	Xanthomonas campestris pv. campestris		Xc452					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLZ02								Illumina NovaSeq	98.47	1.44
GCF_030361865.2	ASM3036186v2	Xanthomonas campestris pv. campestris		Xc452					GCF_030361865.2-RS_2024_09_03	Contig	2024-09-02	JAUBLZ02								Illumina NovaSeq	98.47	1.44
GCA_040193815.1	ASM4019381v1	Xanthomonas campestris pv. campestris		WHRI 10072B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUT01	71							Illumina NovaSeq	98.64	0.95
GCF_040193815.1	ASM4019381v1	Xanthomonas campestris pv. campestris		WHRI 10072B					GCF_040193815.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUT01	71							Illumina NovaSeq	98.64	0.95
GCA_040193895.1	ASM4019389v1	Xanthomonas campestris pv. campestris		WHRI 10072A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUS01	66							Illumina NovaSeq	98.64	0.95
GCF_040193895.1	ASM4019389v1	Xanthomonas campestris pv. campestris		WHRI 10072A					GCF_040193895.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUS01	66							Illumina NovaSeq	98.64	0.95
GCA_040193955.1	ASM4019395v1	Xanthomonas campestris pv. campestris		WHRI 10071A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUQ01	67							Illumina NovaSeq	98.64	0.95
GCF_040193955.1	ASM4019395v1	Xanthomonas campestris pv. campestris		WHRI 10071A					GCF_040193955.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUQ01	67							Illumina NovaSeq	98.64	0.95
GCA_040193875.1	ASM4019387v1	Xanthomonas campestris pv. campestris		WHRI 10071B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUR01	66							Illumina NovaSeq	98.64	0.95
GCF_040193875.1	ASM4019387v1	Xanthomonas campestris pv. campestris		WHRI 10071B					GCF_040193875.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUR01	66							Illumina NovaSeq	98.64	0.95
GCA_040194235.1	ASM4019423v1	Xanthomonas campestris pv. campestris		WHRI 3844B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUY01	67							Illumina NovaSeq	98.92	0.8
GCF_040194235.1	ASM4019423v1	Xanthomonas campestris pv. campestris		WHRI 3844B					GCF_040194235.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUY01	67							Illumina NovaSeq	98.92	0.8
GCA_003410125.1	ASM341012v1	Xanthomonas campestris pv. campestris		WHRI10003					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-20	QVAK01								Illumina MiSeq	98.54	1.21
GCF_003410125.1	ASM341012v1	Xanthomonas campestris pv. campestris		WHRI10003					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-08-20	QVAK01								Illumina MiSeq	98.54	1.21
GCA_030362545.2	ASM3036254v2	Xanthomonas campestris pv. campestris		Xc78					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNH02								Illumina NovaSeq	99.61	1.21
GCF_030362545.2	ASM3036254v2	Xanthomonas campestris pv. campestris		Xc78					GCF_030362545.2-RS_2024_09_03	Contig	2024-09-02	JAUBNH02								Illumina NovaSeq	99.61	1.21
GCA_030500315.1	ASM3050031v1	Xanthomonas campestris pv. campestris		SB76_1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXOZ01								Illumina NovaSeq	99.4	1.51
GCF_030500315.1	ASM3050031v1	Xanthomonas campestris pv. campestris		SB76_1					GCF_030500315.1-RS_2024_05_12	Contig	2023-07-17	JAMXOZ01								Illumina NovaSeq	99.4	1.51
GCA_021864835.1	ASM2186483v1	Xanthomonas campestris pv. campestris		GBBC 1414					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-02-01	JAHBRB01								Illumina MiniSeq	99.12	0.8
GCF_021864835.1	ASM2186483v1	Xanthomonas campestris pv. campestris		GBBC 1414					GCF_021864835.1-RS_2024_05_06	Contig	2022-02-01	JAHBRB01								Illumina MiniSeq	99.12	0.8
GCA_030361725.2	ASM3036172v2	Xanthomonas campestris pv. campestris		Xc111					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLM02								Illumina NovaSeq	99.61	1.21
GCF_030361725.2	ASM3036172v2	Xanthomonas campestris pv. campestris		Xc111					GCF_030361725.2-RS_2024_09_03	Contig	2024-09-02	JAUBLM02								Illumina NovaSeq	99.61	1.21
GCA_030361625.2	ASM3036162v2	Xanthomonas campestris pv. campestris		Xc115					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLL02								Illumina NovaSeq	99.61	1.21
GCF_030361625.2	ASM3036162v2	Xanthomonas campestris pv. campestris		Xc115					GCF_030361625.2-RS_2024_09_03	Contig	2024-09-02	JAUBLL02								Illumina NovaSeq	99.61	1.21
GCA_040194195.1	ASM4019419v1	Xanthomonas campestris pv. campestris		WHRI 3962					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFVE01	82							Illumina NovaSeq	98.94	1.25
GCF_040194195.1	ASM4019419v1	Xanthomonas campestris pv. campestris		WHRI 3962					GCF_040194195.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFVE01	82							Illumina NovaSeq	98.94	1.25
GCA_030361825.2	ASM3036182v2	Xanthomonas campestris pv. campestris		Xc120					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLR02								Illumina NovaSeq	99.61	1.21
GCF_030361825.2	ASM3036182v2	Xanthomonas campestris pv. campestris		Xc120					GCF_030361825.2-RS_2024_09_04	Contig	2024-09-02	JAUBLR02								Illumina NovaSeq	99.61	1.21
GCA_030361785.2	ASM3036178v2	Xanthomonas campestris pv. campestris		Xc117					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLS02								Illumina NovaSeq	99.61	1.21
GCF_030361785.2	ASM3036178v2	Xanthomonas campestris pv. campestris		Xc117					GCF_030361785.2-RS_2024_09_04	Contig	2024-09-02	JAUBLS02								Illumina NovaSeq	99.61	1.21
GCA_030500375.1	ASM3050037v1	Xanthomonas campestris pv. campestris		SB102					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-07-17	JAMXPD01								Illumina NovaSeq	99.4	1.21
GCF_030500375.1	ASM3050037v1	Xanthomonas campestris pv. campestris		SB102					GCF_030500375.1-RS_2024_05_06	Contig	2023-07-17	JAMXPD01								Illumina NovaSeq	99.4	1.21
GCA_030362385.2	ASM3036238v2	Xanthomonas campestris pv. campestris		Xc121-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMT02								Illumina NovaSeq	99.61	1.21
GCF_030362385.2	ASM3036238v2	Xanthomonas campestris pv. campestris		Xc121-2					GCF_030362385.2-RS_2024_09_04	Contig	2024-09-02	JAUBMT02								Illumina NovaSeq	99.61	1.21
GCA_030362565.2	ASM3036256v2	Xanthomonas campestris pv. campestris		Xc221-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBNE02								Illumina NovaSeq	99.61	1.51
GCF_030362565.2	ASM3036256v2	Xanthomonas campestris pv. campestris		Xc221-1					GCF_030362565.2-RS_2024_09_03	Contig	2024-09-02	JAUBNE02								Illumina NovaSeq	99.61	1.51
GCA_030362595.2	ASM3036259v2	Xanthomonas campestris pv. campestris		Xc221-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBND02								Illumina NovaSeq	99.61	1.51
GCF_030362595.2	ASM3036259v2	Xanthomonas campestris pv. campestris		Xc221-2					GCF_030362595.2-RS_2024_09_04	Contig	2024-09-02	JAUBND02								Illumina NovaSeq	99.61	1.51
GCA_030362285.2	ASM3036228v2	Xanthomonas campestris pv. campestris		Xc16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMQ02								Illumina NovaSeq	98.54	1.39
GCF_030362285.2	ASM3036228v2	Xanthomonas campestris pv. campestris		Xc16					GCF_030362285.2-RS_2024_09_03	Contig	2024-09-02	JAUBMQ02								Illumina NovaSeq	98.54	1.39
GCA_034554095.1	ASM3455409v1	Xanthomonas campestris pv. campestris		8964					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUIPX01								Illumina NovaSeq	99.4	1.21
GCF_034554095.1	ASM3455409v1	Xanthomonas campestris pv. campestris		8964					GCF_034554095.1-RS_2024_05_12	Contig	2023-12-22	JAUIPX01								Illumina NovaSeq	99.4	1.21
GCA_021864935.1	ASM2186493v1	Xanthomonas campestris pv. campestris		GBBC 1072					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-02-01	JAHBRE01								Illumina MiniSeq	99.37	1.21
GCF_021864935.1	ASM2186493v1	Xanthomonas campestris pv. campestris		GBBC 1072					GCF_021864935.1-RS_2024_05_06	Contig	2022-02-01	JAHBRE01								Illumina MiniSeq	99.37	1.21
GCA_030361905.2	ASM3036190v2	Xanthomonas campestris pv. campestris		Xc153					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBLY02								Illumina NovaSeq	99.61	1.21
GCF_030361905.2	ASM3036190v2	Xanthomonas campestris pv. campestris		Xc153					GCF_030361905.2-RS_2024_09_04	Contig	2024-09-02	JAUBLY02								Illumina NovaSeq	99.61	1.21
GCA_040192675.1	ASM4019267v1	Xanthomonas campestris pv. campestris		WHRI 3845B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2024-06-15	JBEFUZ01	73							Illumina NovaSeq	98.97	0.8
GCF_040192675.1	ASM4019267v1	Xanthomonas campestris pv. campestris		WHRI 3845B					GCF_040192675.1-RS_2024_06_16	Scaffold	2024-06-15	JBEFUZ01	73							Illumina NovaSeq	98.97	0.8
GCA_030362025.2	ASM3036202v2	Xanthomonas campestris pv. campestris		Xc342					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMF02								Illumina NovaSeq	98.54	1.84
GCF_030362025.2	ASM3036202v2	Xanthomonas campestris pv. campestris		Xc342					GCF_030362025.2-RS_2024_09_04	Contig	2024-09-02	JAUBMF02								Illumina NovaSeq	98.54	1.84
GCA_034552895.1	ASM3455289v1	Xanthomonas campestris pv. campestris		5737					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-12-22	JAUINU01								Illumina NovaSeq	98.94	1.13
GCF_034552895.1	ASM3455289v1	Xanthomonas campestris pv. campestris		5737					GCF_034552895.1-RS_2024_05_12	Contig	2023-12-22	JAUINU01								Illumina NovaSeq	98.94	1.13
GCA_030362125.2	ASM3036212v2	Xanthomonas campestris pv. campestris		Xc252					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-09-02	JAUBMM02								Illumina NovaSeq	98.68	1.54
GCF_030362125.2	ASM3036212v2	Xanthomonas campestris pv. campestris		Xc252					GCF_030362125.2-RS_2024_09_04	Contig	2024-09-02	JAUBMM02								Illumina NovaSeq	98.68	1.54
GCA_041521225.1	ASM4152122v1	Xanthomonas campestris pv. campestris		NCPPB 4678					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-08-27	JBGOGD01								Illumina MiSeq	98.83	1.99
GCF_041521225.1	ASM4152122v1	Xanthomonas campestris pv. campestris		NCPPB 4678					GCF_041521225.1-RS_2024_08_28	Contig	2024-08-27	JBGOGD01								Illumina MiSeq	98.83	1.99
